user_id,profile_source,university_name,school_tier,class_year,major_name,major_cat
U101622,resume_template_form,University of Virginia,semi_target,sophomore,History,other
U101489,resume_template_form,University of Michigan,target,junior,Mathematics,stem
U101795,email_capture,Cornell University,target,freshman,Finance,finance_econ
U100365,info_session_registration,San Diego State,non_target,freshman,Finance,finance_econ
U100580,resume_workshop_registration,Emory University,semi_target,junior,Economics,finance_econ
U101575,email_capture,Temple University,non_target,sophomore,Communications,other
U100976,resume_workshop_registration,Arizona State University,non_target,sophomore,Political Science,other
U101394,email_capture,Ohio State University,semi_target,sophomore,Economics,finance_econ
U100487,resume_workshop_registration,University of Illinois,semi_target,freshman,Finance,finance_econ
U101659,resume_template_form,Ohio State University,semi_target,freshman,Engineering,stem
U101739,info_session_registration,San Diego State,non_target,sophomore,Accounting,finance_econ
U100371,resume_template_form,University of Nevada,non_target,senior,Computer Science,stem
U101808,email_capture,San Diego State,non_target,senior,Computer Science,stem
U101869,resume_template_form,University of Virginia,semi_target,junior,Psychology,other
U100903,self_completed_profile,Ohio State University,semi_target,senior,Engineering,stem
U101085,resume_template_form,Emory University,semi_target,sophomore,Psychology,other
U101392,resume_template_form,University of Kansas,non_target,senior,Computer Science,stem
U100286,info_session_registration,University of Illinois,semi_target,freshman,Computer Science,stem
U100416,self_completed_profile,Kent State University,non_target,senior,Mathematics,stem
U100565,resume_template_form,University of Michigan,target,junior,Computer Science,stem
U101749,email_capture,University of Virginia,semi_target,senior,History,other
U100753,email_capture,University of Nevada,non_target,junior,Mathematics,stem
U100704,email_capture,Ohio State University,semi_target,sophomore,Finance,finance_econ
U100241,email_capture,University of Nevada,non_target,junior,Statistics,stem
U101265,resume_workshop_registration,Ohio State University,semi_target,junior,Statistics,stem
U100748,resume_workshop_registration,UT Austin,semi_target,junior,History,other
U101905,self_completed_profile,University of Chicago,target,junior,Computer Science,stem
U101953,resume_workshop_registration,University of Chicago,target,senior,Mathematics,stem
U100397,email_capture,University of Michigan,target,freshman,History,other
U101525,resume_workshop_registration,Ohio State University,semi_target,sophomore,Statistics,stem
U101980,resume_workshop_registration,Ohio State University,semi_target,junior,Finance,finance_econ
U100504,resume_template_form,University of Chicago,target,senior,Communications,other
U100646,resume_template_form,University of Michigan,target,freshman,Psychology,other
U100940,email_capture,Arizona State University,non_target,senior,History,other
U101924,resume_template_form,University of Virginia,semi_target,sophomore,Computer Science,stem
U100807,email_capture,Temple University,non_target,sophomore,Finance,finance_econ
U100472,self_completed_profile,University of Chicago,target,sophomore,Economics,finance_econ
U101863,email_capture,San Diego State,non_target,junior,History,other
U100534,self_completed_profile,University of Michigan,target,senior,Psychology,other
U101722,email_capture,Kent State University,non_target,sophomore,Economics,finance_econ
U100592,resume_workshop_registration,Harvard University,target,junior,Economics,finance_econ
U100731,info_session_registration,Cornell University,target,junior,Psychology,other
U100575,info_session_registration,Harvard University,target,freshman,Engineering,stem
U101034,info_session_registration,University of Pennsylvania,target,junior,Economics,finance_econ
U101186,resume_template_form,Boston College,semi_target,sophomore,Statistics,stem
U101252,info_session_registration,UT Austin,semi_target,junior,Finance,finance_econ
U100020,resume_workshop_registration,UT Austin,semi_target,junior,Accounting,finance_econ
U100619,info_session_registration,Ohio State University,semi_target,freshman,Political Science,other
U101962,resume_template_form,Harvard University,target,freshman,Communications,other
U100984,email_capture,Ohio State University,semi_target,sophomore,Communications,other
U100003,email_capture,Kent State University,non_target,sophomore,Political Science,other
U100107,resume_template_form,University of Chicago,target,junior,Mathematics,stem
U101520,resume_template_form,Harvard University,target,senior,History,other
U101750,resume_template_form,Harvard University,target,sophomore,Finance,finance_econ
U100222,resume_template_form,Arizona State University,non_target,senior,Economics,finance_econ
U101368,resume_template_form,Cornell University,target,freshman,History,other
U101791,info_session_registration,Harvard University,target,junior,History,other
U101145,resume_template_form,Ohio State University,semi_target,senior,Mathematics,stem
U101251,resume_template_form,Arizona State University,non_target,freshman,Mathematics,stem
U100349,info_session_registration,Temple University,non_target,junior,Statistics,stem
U101413,resume_template_form,Ohio State University,semi_target,junior,Political Science,other
U100957,resume_template_form,University of Illinois,semi_target,freshman,Computer Science,stem
U101907,self_completed_profile,Cornell University,target,junior,Communications,other
U101377,info_session_registration,University of Illinois,semi_target,senior,History,other
U101106,resume_template_form,University of Kansas,non_target,sophomore,History,other
U100226,email_capture,San Diego State,non_target,junior,Political Science,other
U101281,info_session_registration,Temple University,non_target,junior,Accounting,finance_econ
U101098,self_completed_profile,University of Chicago,target,senior,Finance,finance_econ
U100106,resume_template_form,University of Pennsylvania,target,freshman,Mathematics,stem
U100262,resume_template_form,Harvard University,target,senior,Finance,finance_econ
U100525,email_capture,University of Nevada,non_target,sophomore,Finance,finance_econ
